iter	Logloss
706	0.1379365413
707	0.1376815173
708	0.1373780304
709	0.1371587048
710	0.1369388765
711	0.1367040291
712	0.1363950239
713	0.1362015138
714	0.1359489053
715	0.1358420868
716	0.1357504473
717	0.1355048019
718	0.1353714704
719	0.1350209672
720	0.1346684887
721	0.1345282689
722	0.1344812059
723	0.1343323206
724	0.1341390679
725	0.1338246115
726	0.1335944252
727	0.1332936702
728	0.1331690505
729	0.1331396425
730	0.1329050398
731	0.1328192032
732	0.1326322761
733	0.1323286147
734	0.1322399713
735	0.1320665625
736	0.1318278798
737	0.1317230946
738	0.1314243681
739	0.1312925294
740	0.1310022703
741	0.1307089841
742	0.1304576441
743	0.1303306883
744	0.130020301
745	0.12975225
746	0.1293763661
747	0.1291072975
748	0.1288845555
749	0.1287749708
750	0.1287607791
751	0.1285950848
752	0.1282582329
753	0.1279512985
754	0.1277789213
755	0.1277644973
756	0.1275699657
757	0.1273443493
758	0.1270101734
759	0.1266910422
760	0.1265670631
761	0.1264557324
762	0.1263329371
763	0.1262298403
764	0.125990564
765	0.1259605702
766	0.125692183
767	0.1255228156
768	0.1252590015
769	0.1249806636
770	0.124929421
771	0.1247279116
772	0.1245712684
773	0.1242599928
774	0.12414651
775	0.1240883512
776	0.1238929149
777	0.1238059924
778	0.1236880208
779	0.1234077626
780	0.1233158921
781	0.123115399
782	0.12292591
783	0.1227438382
784	0.1226709208
785	0.1224166578
786	0.1222670386
787	0.1220399007
788	0.1216823123
789	0.1216673308
790	0.1214991153
791	0.1213105954
792	0.1212933523
793	0.1211008711
794	0.1208741694
795	0.1206337869
796	0.1204039457
797	0.120257516
798	0.1200957524
799	0.1200091317
800	0.1199017279
801	0.1196112652
802	0.1194552225
803	0.119127534
804	0.1191173153
805	0.1190452063
806	0.1188934116
807	0.1186902651
808	0.1185496157
809	0.1183713971
810	0.1180890597
811	0.1179477104
812	0.1177246316
813	0.1174892679
814	0.1172785045
815	0.1170865331
816	0.1168470609
817	0.1168357621
818	0.1166152878
819	0.1165988431
820	0.1163497002
821	0.1160977201
822	0.1159764727
823	0.1157921142
824	0.1155446496
825	0.1155276089
826	0.1154142795
827	0.1151898056
828	0.1151630154
829	0.1149663554
830	0.1148460819
831	0.1146033113
832	0.1144237928
833	0.1142360782
834	0.1141510881
835	0.114067828
836	0.114052293
837	0.1138543783
838	0.113707933
839	0.1135480486
840	0.1133195045
841	0.1132476743
842	0.1130156027
843	0.1127853328
844	0.1126282791
845	0.1124626156
846	0.1122621416
847	0.1120380774
848	0.1119064497
849	0.1117944936
850	0.1117494913
851	0.1116093504
852	0.1114272517
853	0.111191324
854	0.1109870058
855	0.1108125333
856	0.1105982225
857	0.1105878171
858	0.1105059839
859	0.1103172616
860	0.1101166653
861	0.1099687505
862	0.1097826175
863	0.1097679462
864	0.109643936
865	0.1094431755
866	0.1092042632
867	0.1091101259
868	0.108963205
869	0.1086491619
870	0.1084090064
871	0.1082754682
872	0.1081220023
873	0.1079057467
874	0.107758481
875	0.10768104
876	0.1075365633
877	0.1074418349
878	0.1072182902
879	0.1070204821
880	0.1068381133
881	0.106742618
882	0.1065932001
883	0.1064663963
884	0.106316559
885	0.1063033764
886	0.1060057072
887	0.1057587716
888	0.1055925845
889	0.1055611147
890	0.1054672928
891	0.1053059488
892	0.10515149
893	0.1049981389
894	0.1048602569
895	0.104716158
896	0.1046976438
897	0.1045396148
898	0.1044734686
899	0.1043772457
900	0.1043373398
901	0.1041817937
902	0.1040262777
903	0.103970196
904	0.1038281641
905	0.1036047403
906	0.1034925576
907	0.1034699987
908	0.1034608907
909	0.1032855985
910	0.1032036011
911	0.1030545683
912	0.1028692285
913	0.1027279097
914	0.1025169677
915	0.1024425448
916	0.102435574
917	0.102300884
918	0.1021084067
919	0.1018643
920	0.1018352579
921	0.1018126721
922	0.1015795408
923	0.1013936777
924	0.101300927
925	0.101089467
926	0.1010366028
927	0.1008807255
928	0.1006388794
929	0.1006302767
930	0.100384244
931	0.1003725432
932	0.1002525509
933	0.1002357613
934	0.09993233264
935	0.09981432707
936	0.09964303175
937	0.09954415037
938	0.09950642633
939	0.09942944532
940	0.09918626451
941	0.09898832947
942	0.09884476127
943	0.09868632562
944	0.0986482944
945	0.09849064597
946	0.09828219985
947	0.09813075956
948	0.09806534726
949	0.09784108961
950	0.09783074235
951	0.09777402614
952	0.09775414077
953	0.09751670037
954	0.09744128579
955	0.09737173093
956	0.09723017719
957	0.09709969438
958	0.09709039958
959	0.09704619954
960	0.09689315976
961	0.09670638007
962	0.09658401712
963	0.09651258857
964	0.09636807135
965	0.0961821882
966	0.09599786583
967	0.09592139464
968	0.09572158567
969	0.09563752997
970	0.09550536428
971	0.09530694188
972	0.09519489735
973	0.09514599517
974	0.09503452715
975	0.09482711483
976	0.09465074691
977	0.09455108785
978	0.09451615038
979	0.09437869223
980	0.09418466669
981	0.09406943182
982	0.09397192659
983	0.09390774482
984	0.09386368145
985	0.09376545678
986	0.09370516445
987	0.09369327601
988	0.09353086652
989	0.09337168304
990	0.0933209718
991	0.09310445077
992	0.09305028384
993	0.0929114743
994	0.09282737839
995	0.09269531218
996	0.09245623528
997	0.09238050896
998	0.09226650998
999	0.09219698337
